□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
17,경상남도 창원시 마산회원구 양덕동,174-48,0174,0048,동원에코빌,30.1925,202011,20,"7,428",4,-,-,2013,양덕로 13,-,-,-
18,경상남도 창원시 마산회원구 양덕동,153-14,0153,0014,리첸시아,22.6800,202011,17,"2,400",8,-,-,2003,봉양로 13,-,-,-
19,경상남도 창원시 마산회원구 회원동,61-2,0061,0002,회원동신화하니엘,53.7200,202010,26,"12,200",15,-,-,2016, ,-,-,-
20,경상남도 창원시 마산회원구 석전동,245-1,0245,0001,보양엠비션빌,25.6500,202009,24,"4,100",7,-,-,2004,양덕서8길 6,-,-,-
21,경상남도 창원시 마산회원구 석전동,245-1,0245,0001,보양엠비션빌,22.8000,202009,24,"3,800",8,-,-,2004,양덕서8길 6,-,-,-
22,경상남도 창원시 마산회원구 양덕동,153-14,0153,0014,리첸시아,31.5000,202009,23,"3,400",13,-,-,2003,봉양로 13,-,-,-
23,경상남도 창원시 마산회원구 석전동,222-8,0222,0008,(222-8),30.9700,202008,31,"3,050",3,-,-,2000,석전동15길 39,-,-,-
24,경상남도 창원시 마산회원구 석전동,245-6,0245,0006,석전오피스텔,43.2000,202008,19,"5,200",10,-,-,1996,양덕옛2길 73,-,-,-
25,경상남도 창원시 마산회원구 양덕동,174-48,0174,0048,동원에코빌,30.1925,202008,17,"7,000",7,-,-,2013,양덕로 13,-,-,-
26,경상남도 창원시 마산회원구 구암동,90-23,0090,0023,동남프라자,32.5400,202007,22,"3,950",5,-,-,2005,3·15대로 954,-,-,-
27,경상남도 창원시 마산회원구 구암동,90-23,0090,0023,동남프라자,32.5400,202007,22,"3,950",5,-,-,2005,3·15대로 954,20200730,-,-
