Unnamed: 0,Unnamed: 1,2025년 8월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7800,3862,3938,7686,3814,3872,4200,114,48,66,91,39,52,23,9,14
태백동,3392,1692,1700,3377,1688,1689,1850,15,4,11,8,2,6,7,2,5
경화동,10221,5163,5058,10128,5114,5014,4428,93,49,44,64,37,27,29,12,17
병암동,6849,3371,3478,6791,3331,3460,3363,58,40,18,48,35,13,10,5,5
석동,17057,8802,8255,16796,8649,8147,7307,261,153,108,204,127,77,57,26,31
이동,8341,4477,3864,8194,4394,3800,4845,147,83,64,103,59,44,44,24,20
자은동,20037,10028,10009,19886,9971,9915,8830,151,57,94,113,42,71,38,15,23
덕산동,9060,4436,4624,9008,4417,4591,4075,52,19,33,40,15,25,12,4,8
풍호동,24681,12280,12401,24569,12224,12345,9160,112,56,56,92,48,44,20,8,12
웅천동,14431,7486,6945,13852,6981,6871,5826,579,505,74,546,490,56,33,15,18
웅동1동,8310,4570,3740,7563,3890,3673,3586,747,680,67,724,661,63,23,19,4
웅동2동,46589,25803,20786,43033,23603,19430,20596,3556,2200,1356,2787,1782,1005,769,418,351
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
