시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,매수자,매도자,해제사유발생일,거래유형,중개사소재지
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,24.78,201510,12,"         4,300",2,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,26.07,201510,8,"         4,300",14,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 석전동,245-1,245,1,보양엠비션빌,22.8,201510,16,"         4,600",6,2004.0,양덕서8길 6,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201510,7,"         8,600",10,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,39.31,201510,2,"         6,400",11,2003.0,봉양로 13,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,43.45,201510,14,"        12,000",8,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,48.6,201511,13,"        10,700",10,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 구암동,90-23,90,23,동남프라자,32.54,201511,5,"         5,100",4,2005.0,3·15대로 954,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,47.05,201512,27,"         7,850",6,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,24.78,201512,11,"         3,600",7,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201601,10,"        19,744",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,153-28,153,28,수피아,83.14,201601,12,"        17,003",2,2012.0,양덕남9길 20,,,,,,
경상남도 창원마산회원구 양덕동,153-28,153,28,수피아,84.99,201601,29,"        19,385",2,2012.0,양덕남9길 20,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,28.72,201601,22,"         5,750",3,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,27.64,201601,4,"         3,000",9,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,56.24,201601,14,"         7,000",5,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,29.57,201601,18,"         3,000",10,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,39.16,201601,22,"         6,000",5,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,30.97,201601,5,"         4,300",3,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,39.8,201602,16,"         6,380",6,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201602,25,"        21,704",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,34.32,201602,2,"         5,000",3,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201602,27,"        20,900",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201602,22,"         8,600",9,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,39.8,201602,26,"         7,800",6,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,22.68,201602,3,"         4,300",9,2003.0,봉양로 13,,,,,,
경상남도 창원마산회원구 석전동,258-1,258,1,덕강빌딩,27.0,201602,18,"         3,200",6,1996.0,석전동7길 7,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,33.02,201603,22,"         4,500",2,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 석전동,239-1,239,1,C.K 밸리 1,46.22,201603,20,"         6,800",2,2004.0,석전동14길 47,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,33.02,201603,16,"         4,500",4,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,24.78,201603,3,"         3,800",7,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,49.18,201603,18,"        13,350",9,2016.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,33.06,201603,2,"         3,500",5,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,70.58,201603,5,"         7,500",3,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201603,14,"        20,700",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,33.06,201603,27,"         4,000",5,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 석전동,245-6,245,6,석전오피스텔,55.17,201603,29,"         7,100",10,1996.0,양덕옛2길 73,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201603,9,"         9,000",7,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201603,2,"         7,587",2,2015.0, ,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201604,22,"        21,000",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,42.82,201604,30,"         6,800",5,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,23.4,201604,14,"         3,100",7,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,28.43,201604,24,"         6,000",12,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201604,22,"        21,000",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201605,10,"        12,550",3,2015.0, ,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201605,27,"        21,000",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201605,6,"        21,000",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,30.6,201606,11,"         4,800",3,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,25.9,201606,3,"         3,485",10,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 석전동,245-6,245,6,석전오피스텔,21.6,201606,25,"         3,700",11,1996.0,양덕옛2길 73,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201606,5,"        21,000",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201607,19,"         8,750",8,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201607,13,"         8,000",7,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 석전동,245-6,245,6,석전오피스텔,79.49,201607,7,"         6,000",11,1996.0,양덕옛2길 73,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,81.34,201607,18,"        21,000",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.44,201607,4,"        21,000",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,28.12,201607,11,"         4,800",3,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,25.9,201607,20,"         3,950",8,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,30.02,201607,11,"         3,500",3,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201607,14,"        13,200",3,2015.0, ,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,36.82,201607,6,"         7,300",6,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,81.34,201608,18,"        21,000",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,119.28,201608,5,"         9,650",11,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 석전동,258-1,258,1,덕강빌딩,26.25,201608,5,"         2,800",5,1996.0,석전동7길 7,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,24.78,201608,17,"         4,000",7,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,42.82,201608,24,"         6,800",4,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,32.81,201609,20,"         4,850",9,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201609,30,"        20,600",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201609,27,"        19,610",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,27.72,201609,9,"         4,800",6,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,36.36,201609,27,"         7,800",11,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,36.36,201609,21,"         7,400",11,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.98,201609,26,"         5,800",9,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201609,23,"         8,000",6,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201609,26,"         8,700",9,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201609,19,"         8,600",10,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201609,29,"         8,600",9,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.44,201609,27,"        20,000",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,23.94,201609,27,"         4,250",6,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201609,1,"         8,000",5,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,7,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,7,"        12,276",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,20,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,20,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,7,"        12,276",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201609,29,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.28,201609,20,"        21,000",7,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,28.12,201609,2,"         4,700",3,2003.0,합성남8길 67,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,32.81,201609,20,"         4,850",6,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,81.34,201609,8,"        21,000",8,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 회원동,409-3,409,3,금광아일린,84.44,201609,1,"        21,000",6,2016.0,회원동서로 8,,,,,,
경상남도 창원마산회원구 회원동,25-5,25,5,아세아포스,37.0,201609,13,"         5,200",7,2005.0,북성로 178,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201610,21,"         8,400",5,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201610,27,"         7,800",6,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.52,201610,20,"         5,500",5,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201610,14,"        12,276",3,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201610,29,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201610,29,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 중리,794-4,794,4,팔래스 오피스텔,26.88,201610,4,"         9,000",2,2013.0,죽암로 77-13,,,,,,
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,54.96,201610,24,"        15,500",9,2016.0, ,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201610,27,"         8,050",4,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,22.68,201610,31,"         3,100",10,2003.0,봉양로 13,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201611,25,"        12,276",4,2015.0, ,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,33.06,201612,3,"         4,470",5,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,28.43,201612,31,"         5,800",10,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,30.02,201612,13,"         3,800",7,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 석전동,245-1,245,1,보양엠비션빌,22.8,201612,23,"         4,300",7,2004.0,양덕서8길 6,,,,,,
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,27.72,201701,14,"         4,200",5,2003.0,합성옛길 37-3,,,,,,
경상남도 창원마산회원구 내서읍 중리,794-4,794,4,팔래스 오피스텔,26.88,201701,25,"        11,000",3,2013.0,죽암로 77-13,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,39.05,201701,2,"         7,200",10,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 석전동,245-6,245,6,석전오피스텔,21.6,201702,3,"         2,400",8,1996.0,양덕옛2길 73,,,,,,
경상남도 창원마산회원구 석전동,245-1,245,1,보양엠비션빌,25.65,201702,28,"         4,500",4,2004.0,양덕서8길 6,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,28.66,201702,6,"         3,000",6,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,26.41,201702,7,"         4,900",6,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,25.9,201702,3,"         3,900",4,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,33.06,201702,17,"         4,700",6,2000.0,석전동15길 39,,,,,,
경상남도 창원마산회원구 회원동,25-5,25,5,아세아포스,38.48,201703,31,"         4,700",11,2005.0,북성로 178,,,,,,
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,28.72,201703,1,"         4,470",2,2004.0,양덕북4길 56,,,,,,
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201703,9,"         8,800",15,2005.0,해안대로 607,,,,,,
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,201703,25,"         8,000",5,2013.0,양덕로 13,,,,,,
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,25.9,201703,31,"         3,800",4,2002.0,3·15대로 488,,,,,,
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,53.72,201703,22,"        15,057",2,2016.0, ,,,,,,
경상남도 창원마산회원구 석전동,238-4,238,4,보람아파트 아름채,80.52,201703,4,"        20,100",2,2015.0,석전동8길 47,,,,,,
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,35.19,201703,27,"         5,000",7,2003.0,봉양로 13,,,,,,
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,22.68,201703,13,"         3,700",5,2003.0,봉양로 13,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201703,30,"        13,200",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201703,30,"        13,200",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201703,30,"        13,200",2,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201704,15,"        13,200",4,2015.0, ,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201704,22,"        13,200",3,2015.0, ,,,,,,
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,54.96,201704,3,"        14,500",2,2016.0, ,,,,,,
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,53.72,201704,5,"        13,700",2,2016.0, ,,,,,,
경상남도 창원마산회원구 양덕동,153-8,153,8,한진오피스텔,27.92,201704,15,"         3,250",10,1991.0,합포로 274,,,,,,
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,28.43,201704,28,"         5,850",10,2003.0,양덕동2길 17,,,,,,
경상남도 창원마산회원구 석전동,239-1,239,1,C.K 밸리 1,36.95,201704,3,"         5,900",2,2004.0,석전동14길 47,,,,,,
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201704,22,"        13,200",2,2015.0, ,,,,,,
